"VCCPSINTFP (uV)","VCCPSINTFP (uA)","VCCINTLP (uV)","VCCINTLP (uA)","VCCPSAUX (uV)","VCCPSAUX (uA)","VCCPSPLL (uV)","VCCPSPLL (uA)","MGTRAVCC (uV)","MGTRAVCC (uA)","MGTRAVTT (uV)","MGTRAVTT (uA)","VCCPSDDR (uV)","VCCPSDDR (uA)","VCCOPS (uV)","VCCOPS (uA)","VCCOPS3 (uV)","VCCOPS3 (uA)","VCCPSDDRPLL (uV)","VCCPSDDRPLL (uA)","VCCINT (uV)","VCCINT (uA)","VCCBRAM (uV)","VCCBRAM (uA)","VCCAUX (uV)","VCCAUX (uA)","VCC1V2 (uV)","VCC1V2 (uA)","VCC3V3 (uV)","VCC3V3 (uA)","VADJ_FMC (uV)","VADJ_FMC (uA)","MGTAVCC (uV)","MGTAVCC (uA)","MGTAVTT (uV)","MGTAVTT (uA)","PS Power(W)","PL Power(W)","MGT Power(W)","Total Power(W)"
842,1631,850,321,1818,10,1201,29,850,98,1812,15,1192,159,1793,0,1822,0,1815,24,847,963,848,42,1798,155,1201,22,3293,8,1795,0,897,33,1201,19,1.93225,1.18273,0.189244,3.30423
842,1638,850,321,1818,10,1202,29,850,98,1812,15,1192,161,1793,0,1821,0,1816,24,847,966,848,42,1797,155,1201,21,3295,8,1795,0,897,33,1200,18,1.94058,1.18393,0.188041,3.31255
843,1639,849,321,1817,10,1201,29,851,98,1812,15,1193,161,1793,0,1822,0,1816,24,847,965,848,42,1798,156,1201,21,3293,7,1795,0,898,33,1200,18,1.94286,1.18173,0.184863,3.30946
842,1641,850,321,1818,10,1201,29,850,98,1812,15,1192,161,1795,0,1821,1,1816,25,849,966,850,42,1798,155,1201,22,3292,7,1793,0,897,33,1200,18,1.94489,1.18399,0.184725,3.31361
842,1633,849,321,1818,10,1202,29,850,98,1812,15,1192,162,1795,0,1822,0,1816,24,849,965,848,42,1798,155,1201,22,3293,7,1793,0,897,33,1200,18,1.93724,1.18306,0.184732,3.30504
843,1638,850,320,1818,10,1201,29,850,98,1812,15,1193,161,1793,1,1821,0,1815,24,849,963,850,42,1798,155,1201,21,3292,7,1795,0,897,33,1201,18,1.94148,1.18024,0.184743,3.30646
843,1638,849,321,1817,10,1202,29,850,98,1812,15,1192,160,1793,1,1822,0,1816,24,849,963,848,42,1797,155,1201,22,3292,7,1795,0,897,33,1200,18,1.9407,1.1812,0.184725,3.30662
842,1639,850,321,1818,10,1201,29,850,98,1812,15,1192,162,1795,0,1821,0,1816,24,847,965,848,42,1798,155,1200,21,3292,7,1795,0,897,33,1200,18,1.94258,1.17991,0.184725,3.30722
843,1640,849,321,1818,10,1202,29,850,98,1812,15,1192,160,1795,0,1822,0,1815,24,849,965,848,42,1798,155,1201,21,3293,7,1795,0,897,33,1200,18,1.94237,1.18186,0.184732,3.30896
842,1638,849,321,1818,10,1201,29,850,98,1812,15,1192,163,1793,0,1822,0,1816,24,849,962,848,42,1798,155,1201,21,3293,7,1795,0,897,33,1200,18,1.94261,1.17932,0.184732,3.30666
843,1640,850,321,1818,10,1201,29,850,98,1812,16,1192,162,1795,0,1821,0,1816,25,849,967,848,42,1798,155,1201,22,3292,7,1795,0,897,33,1200,18,1.94688,1.18475,0.186537,3.31817
843,1629,850,321,1818,10,1202,29,850,98,1811,15,1192,161,1793,0,1822,0,1815,24,849,963,848,42,1798,155,1201,21,3293,8,1793,0,897,33,1201,18,1.93461,1.18346,0.188028,3.30609
843,1637,850,321,1818,10,1202,29,850,98,1812,15,1192,162,1795,1,1822,0,1816,24,849,967,848,42,1798,155,1201,22,3293,8,1795,0,897,33,1200,18,1.94257,1.18806,0.188025,3.31865
843,1639,849,321,1818,10,1202,29,850,98,1812,15,1192,161,1795,1,1822,0,1815,24,849,966,850,42,1798,155,1201,21,3293,7,1793,1,897,33,1200,18,1.94272,1.1828,0.184732,3.31024
843,1639,849,321,1818,10,1202,29,850,98,1812,16,1192,161,1793,0,1822,0,1815,24,849,966,850,42,1798,155,1201,22,3293,7,1795,0,897,33,1200,18,1.94272,1.184,0.186544,3.31326
842,1638,849,321,1818,10,1202,29,850,98,1812,15,1192,162,1795,0,1822,0,1816,24,849,966,850,42,1798,155,1201,21,3292,7,1793,0,898,33,1201,18,1.94145,1.18279,0.184776,3.30902
842,1636,849,321,1818,10,1201,29,850,98,1812,15,1192,161,1795,0,1821,0,1815,25,847,966,848,42,1797,156,1201,21,3293,7,1795,0,897,33,1201,18,1.94034,1.18242,0.18475,3.30751
843,1636,849,321,1818,10,1201,29,850,98,1812,15,1192,161,1795,1,1822,0,1816,24,847,965,848,42,1797,155,1201,22,3293,7,1795,0,897,33,1200,18,1.94018,1.18098,0.184732,3.30589
843,1638,849,321,1818,10,1201,29,850,98,1812,15,1192,160,1795,1,1822,0,1816,24,847,963,848,42,1797,155,1200,22,3292,8,1795,0,897,33,1200,18,1.94068,1.18255,0.188017,3.31124
842,1640,849,320,1818,10,1201,29,850,98,1812,15,1192,162,1795,1,1822,1,1816,24,849,966,848,42,1797,156,1201,22,3292,8,1795,0,898,33,1200,18,1.94226,1.18884,0.18805,3.31915
843,1637,849,321,1818,10,1202,29,850,98,1812,15,1192,162,1793,0,1822,0,1815,25,847,968,848,42,1797,156,1201,22,3292,7,1795,0,898,34,1200,18,1.94404,1.18531,0.185656,3.315
843,1632,849,321,1818,9,1201,29,850,98,1812,15,1192,160,1793,1,1822,1,1815,24,847,963,848,42,1797,155,1201,21,3293,7,1795,0,898,33,1200,18,1.93378,1.17808,0.184765,3.29663
843,1636,849,320,1818,10,1201,29,850,98,1812,16,1193,161,1793,0,1822,0,1815,24,849,966,850,42,1797,155,1201,22,3293,7,1795,0,897,33,1200,18,1.93947,1.18384,0.186544,3.30986
842,1634,849,321,1818,10,1202,29,850,98,1812,16,1192,161,1793,0,1821,0,1815,24,847,966,848,42,1798,155,1201,21,3295,7,1795,0,898,33,1200,18,1.93687,1.18079,0.186591,3.30425
843,1636,849,321,1818,10,1201,29,851,98,1812,15,1192,160,1793,1,1822,0,1815,24,849,967,848,42,1798,155,1201,21,3292,7,1795,0,897,34,1200,18,1.93897,1.18355,0.18572,3.30824
843,1639,850,321,1818,9,1202,29,850,98,1812,15,1193,161,1793,0,1822,0,1815,24,847,963,848,42,1797,155,1201,22,3292,8,1795,0,898,33,1201,19,1.94138,1.18257,0.189269,3.31322
843,1641,849,321,1818,10,1201,29,848,98,1812,15,1192,161,1793,0,1821,0,1815,24,849,963,848,42,1798,155,1201,21,3292,7,1795,0,897,33,1200,18,1.94437,1.18016,0.184529,3.30906
843,1641,850,321,1818,10,1202,29,850,98,1812,15,1192,161,1793,1,1822,0,1816,24,847,966,848,42,1798,155,1201,21,3293,8,1795,0,898,33,1200,18,1.94475,1.18407,0.188058,3.31688
842,1641,849,320,1818,9,1202,29,850,98,1813,15,1192,161,1793,0,1822,1,1816,24,849,967,850,42,1798,155,1201,21,3292,8,1795,0,897,33,1200,18,1.94012,1.18693,0.188032,3.31508
843,1640,849,321,1818,10,1202,29,850,98,1812,15,1192,161,1795,0,1822,0,1815,24,849,963,850,42,1797,155,1201,22,3292,7,1795,0,897,33,1200,19,1.94356,1.18129,0.185925,3.31077
843,1717,849,321,1817,10,1202,29,850,98,1811,15,1192,157,1793,0,1821,0,1815,24,847,970,848,42,1798,155,1201,21,3292,8,1795,0,898,33,1200,19,2.00369,1.18745,0.189235,3.38038
844,1526,850,321,1818,10,1202,29,850,98,1812,15,1192,154,1795,0,1822,1,1815,24,847,990,848,42,1797,155,1201,22,3293,8,1795,0,897,33,1200,18,1.84096,1.20545,0.188025,3.23443
844,1540,850,321,1818,10,1202,29,850,98,1812,16,1192,159,1795,0,1822,0,1815,25,849,965,850,42,1797,155,1201,22,3293,8,1795,0,898,33,1200,18,1.86055,1.18629,0.18987,3.23671
844,1513,849,321,1817,10,1202,29,850,98,1812,15,1192,157,1795,1,1822,0,1816,24,847,990,850,42,1798,156,1201,21,3292,8,1795,0,897,33,1200,18,1.83326,1.20627,0.188017,3.22755
844,1508,850,321,1818,10,1201,29,850,97,1812,16,1192,159,1793,0,1821,0,1815,24,847,975,848,42,1798,155,1201,22,3293,7,1795,0,897,33,1200,17,1.8317,1.1896,0.184494,3.2058
844,1462,850,321,1818,10,1201,29,851,98,1812,15,1192,165,1793,1,1822,0,1816,24,847,981,850,42,1798,155,1201,22,3293,8,1795,0,897,33,1200,18,1.80005,1.19806,0.188123,3.18624
843,1460,850,321,1818,10,1201,29,850,98,1812,15,1192,165,1793,1,1822,0,1815,24,847,997,848,42,1798,155,1201,22,3293,7,1795,0,898,33,1200,18,1.79688,1.20824,0.184765,3.18988
843,1457,850,321,1818,10,1201,29,850,98,1812,15,1192,164,1795,0,1822,0,1815,24,847,966,848,42,1797,155,1201,22,3293,7,1795,0,898,33,1200,18,1.79316,1.18183,0.184765,3.15975
844,1457,850,321,1818,10,1201,29,850,98,1811,15,1192,161,1793,0,1822,0,1815,24,849,988,848,42,1798,155,1200,21,3292,7,1795,0,897,33,1200,17,1.79104,1.20136,0.18351,3.17591
843,1460,849,320,1817,10,1202,29,850,98,1812,15,1192,164,1793,0,1821,0,1815,24,847,967,848,42,1797,155,1201,22,3293,7,1795,0,898,33,1200,18,1.79454,1.18267,0.184765,3.16197
844,1463,850,321,1817,10,1201,29,850,98,1812,15,1193,161,1793,0,1822,0,1816,24,847,993,848,42,1798,155,1201,21,3292,7,1795,0,897,33,1200,18,1.79628,1.20364,0.184725,3.18465
844,1460,850,320,1817,10,1202,29,850,98,1812,15,1192,164,1793,0,1821,0,1816,24,847,980,848,42,1798,155,1201,21,3293,8,1795,0,897,33,1200,18,1.79634,1.19593,0.188025,3.1803
843,1466,849,321,1818,10,1202,29,850,98,1812,15,1192,163,1793,0,1821,0,1815,24,847,993,850,42,1797,155,1201,21,3293,8,1795,0,897,33,1200,18,1.79926,1.20687,0.188025,3.19416
844,1478,849,321,1818,10,1202,29,851,98,1812,15,1192,164,1793,1,1822,0,1816,24,847,993,848,42,1798,155,1201,21,3293,7,1795,0,897,33,1200,17,1.81207,1.20365,0.18363,3.19935
843,1462,850,321,1818,10,1201,29,850,98,1812,15,1193,163,1793,0,1822,0,1816,24,847,965,848,42,1798,155,1201,22,3292,7,1795,0,898,33,1200,18,1.79637,1.18113,0.184758,3.16225
843,1460,849,321,1817,10,1201,29,850,98,1812,16,1192,164,1795,1,1822,0,1816,24,849,983,848,42,1797,155,1201,21,3293,7,1795,0,897,33,1200,18,1.79538,1.19699,0.186544,3.17891
843,1475,849,321,1818,10,1202,29,850,98,1812,15,1192,162,1795,0,1822,0,1815,24,847,973,848,43,1798,155,1200,21,3293,8,1795,1,897,33,1200,18,1.80566,1.19083,0.188025,3.18451
844,1465,849,321,1818,10,1202,29,851,98,1812,15,1192,163,1793,0,1821,0,1815,24,849,995,850,42,1798,155,1201,22,3292,7,1795,0,897,33,1200,18,1.79988,1.20861,0.184823,3.19332
843,1669,849,321,1818,10,1201,29,850,98,1812,16,1192,168,1793,1,1822,0,1816,24,849,966,850,42,1798,155,1201,21,3293,7,1795,0,897,33,1200,18,1.97634,1.1828,0.186544,3.34569
843,1653,849,321,1818,10,1201,29,850,98,1812,15,1193,158,1795,0,1822,0,1815,24,847,967,848,42,1798,155,1201,22,3293,8,1795,0,897,33,1200,18,1.95107,1.18612,0.188025,3.32522
844,1480,850,321,1817,10,1202,30,850,98,1812,15,1192,156,1793,1,1821,0,1815,24,847,968,850,42,1798,155,1201,22,3293,7,1795,0,897,33,1200,18,1.80571,1.18376,0.184732,3.1742
843,1462,849,321,1818,10,1201,29,851,98,1812,15,1192,161,1793,1,1822,0,1815,24,847,968,850,42,1798,155,1201,22,3292,7,1795,0,898,33,1200,18,1.79348,1.18375,0.184856,3.16208
844,1461,849,321,1818,10,1202,29,850,98,1811,15,1192,158,1793,1,1821,0,1815,24,847,962,848,42,1797,155,1201,21,3293,7,1795,0,897,33,1200,18,1.79055,1.17724,0.184717,3.1525
844,1460,849,321,1817,9,1201,29,850,98,1812,15,1192,164,1793,0,1822,0,1815,25,847,966,848,42,1797,155,1201,21,3293,7,1795,0,897,33,1200,18,1.79681,1.18062,0.184732,3.16217
844,1463,850,321,1818,10,1202,29,850,98,1812,15,1192,160,1793,1,1822,0,1815,24,847,965,848,42,1798,155,1201,22,3293,7,1795,0,897,33,1200,18,1.79494,1.18113,0.184732,3.16081
844,1460,850,321,1817,10,1201,29,850,98,1812,15,1192,159,1793,0,1821,0,1815,24,849,967,850,43,1798,155,1201,22,3292,8,1795,0,897,33,1200,18,1.79118,1.18898,0.188017,3.16818
843,1456,849,321,1818,10,1201,29,850,98,1812,15,1192,160,1793,0,1821,0,1815,24,849,963,848,42,1798,155,1201,21,3293,7,1795,1,898,33,1200,19,1.78723,1.18017,0.185965,3.15336
844,1456,849,321,1817,10,1201,29,850,98,1812,15,1192,159,1795,0,1822,0,1815,24,849,967,848,42,1798,155,1201,22,3292,8,1795,0,898,33,1200,18,1.78748,1.18805,0.18805,3.16358
843,1462,849,321,1818,10,1202,29,850,98,1812,16,1192,159,1795,0,1822,0,1815,25,849,963,850,42,1797,155,1201,22,3293,7,1795,0,897,33,1200,18,1.79294,1.1813,0.186544,3.16078
844,1461,849,321,1818,10,1201,29,850,98,1812,15,1192,158,1793,0,1822,0,1815,24,849,966,848,42,1797,155,1201,21,3293,8,1795,0,897,33,1200,18,1.79052,1.18585,0.188025,3.16439
843,1458,849,321,1818,10,1202,29,850,98,1812,15,1192,161,1793,0,1822,0,1815,24,847,963,850,42,1797,155,1201,22,3293,8,1795,0,898,33,1200,18,1.79013,1.18266,0.188058,3.16085
843,1460,849,321,1818,10,1202,29,850,98,1812,15,1192,154,1793,0,1821,0,1815,24,847,965,848,42,1797,155,1201,21,3292,7,1795,0,897,33,1200,19,1.78348,1.17977,0.185925,3.14917
844,1458,849,321,1818,10,1202,29,851,98,1812,15,1192,160,1795,1,1822,1,1816,24,847,966,848,42,1798,155,1200,21,3292,8,1795,0,897,33,1201,18,1.79042,1.18404,0.188133,3.1626
844,1456,849,321,1818,10,1201,29,850,98,1812,15,1192,156,1795,1,1822,0,1816,24,849,967,848,42,1798,155,1200,21,3292,7,1795,0,897,33,1200,18,1.78394,1.18353,0.184725,3.1522
844,1457,850,320,1818,10,1201,29,850,98,1812,15,1192,163,1793,1,1822,0,1815,25,847,966,850,42,1798,155,1200,21,3293,6,1795,0,897,33,1200,18,1.79439,1.17755,0.181439,3.15338
843,1457,849,321,1818,10,1201,29,848,98,1812,15,1192,157,1793,1,1822,0,1815,24,847,966,848,42,1798,155,1201,22,3293,8,1795,0,898,33,1200,18,1.78449,1.18527,0.187862,3.15763
844,1463,849,321,1818,10,1201,29,850,98,1812,15,1192,161,1795,0,1821,0,1815,24,847,963,848,42,1798,155,1201,21,3293,8,1795,0,898,33,1201,18,1.79578,1.18153,0.188076,3.16539
843,1462,849,320,1818,10,1201,29,850,98,1812,15,1192,161,1793,0,1822,0,1816,24,849,967,848,42,1797,155,1201,21,3292,7,1795,1,898,33,1201,18,1.79265,1.1834,0.184776,3.16083
844,1462,849,321,1817,10,1202,29,850,98,1812,15,1192,162,1793,0,1821,0,1815,25,849,963,850,42,1798,155,1201,21,3293,7,1795,0,897,33,1200,18,1.79796,1.18025,0.184732,3.16294
843,1461,850,321,1818,10,1201,29,850,98,1812,15,1192,158,1793,0,1822,0,1816,24,849,967,848,42,1798,155,1201,21,3293,8,1795,0,897,33,1201,18,1.7894,1.18685,0.188043,3.1643
844,1459,849,320,1818,10,1202,29,850,98,1812,15,1192,160,1793,0,1821,0,1816,24,849,962,848,42,1797,155,1201,21,3293,7,1795,0,897,33,1200,18,1.79042,1.17916,0.184732,3.15431
844,1460,849,321,1818,10,1202,29,850,98,1812,15,1192,166,1793,0,1822,0,1816,25,849,963,848,42,1797,155,1201,21,3293,7,1795,0,897,33,1200,18,1.80108,1.18001,0.184732,3.16582
844,1457,849,321,1817,10,1202,29,850,98,1812,15,1193,162,1793,0,1822,0,1815,24,847,967,848,42,1797,155,1201,21,3293,7,1795,0,897,33,1201,18,1.79209,1.18147,0.18475,3.15831
844,1455,850,321,1817,10,1202,29,850,98,1812,16,1192,157,1795,1,1822,0,1815,24,847,965,850,42,1797,155,1201,22,3293,8,1795,0,898,33,1200,18,1.7846,1.18436,0.18987,3.15883
844,1457,849,321,1818,10,1202,29,850,98,1812,15,1193,156,1795,1,1822,1,1816,24,849,968,848,42,1797,155,1201,22,3292,7,1795,0,897,33,1200,18,1.78497,1.18545,0.184725,3.15514
844,1456,850,320,1818,10,1201,29,850,98,1812,15,1192,164,1795,0,1822,0,1815,24,847,963,848,42,1797,155,1201,21,3292,7,1793,1,897,34,1200,18,1.79292,1.17808,0.185622,3.15662
843,1465,849,320,1818,10,1202,29,850,98,1812,15,1192,166,1793,0,1821,0,1815,24,849,963,848,42,1797,155,1201,21,3293,7,1795,0,897,33,1200,18,1.80114,1.18001,0.184732,3.16589
844,1460,849,321,1818,10,1202,29,850,98,1812,15,1192,161,1793,1,1821,0,1815,24,847,965,850,42,1798,155,1201,21,3293,7,1795,0,897,33,1200,18,1.79328,1.18002,0.184732,3.15803
844,1458,850,320,1818,10,1201,29,850,98,1812,16,1192,160,1793,1,1822,0,1816,24,849,963,850,42,1797,155,1201,21,3292,7,1795,0,897,33,1200,18,1.78987,1.18009,0.186537,3.15649
844,1455,850,321,1818,10,1202,29,850,98,1812,15,1192,158,1793,0,1822,0,1816,24,847,966,850,42,1798,155,1201,22,3292,7,1795,0,898,33,1200,18,1.78583,1.18206,0.184758,3.15264
843,1459,850,320,1818,10,1202,29,850,98,1812,15,1192,162,1793,1,1822,0,1815,24,847,965,850,43,1798,155,1201,21,3293,8,1795,0,897,34,1200,18,1.79164,1.18416,0.188922,3.16472
844,1459,849,320,1818,10,1202,29,850,98,1812,15,1192,162,1793,0,1822,1,1816,24,847,966,848,42,1798,155,1201,21,3293,7,1795,0,897,33,1201,18,1.7928,1.18078,0.18475,3.15833
843,1458,850,321,1818,10,1202,29,851,98,1812,15,1192,162,1793,1,1822,0,1816,24,849,965,850,42,1797,156,1201,21,3293,8,1795,1,897,33,1200,18,1.79167,1.18688,0.188123,3.16668
844,1458,850,321,1818,10,1201,29,850,98,1812,15,1192,157,1793,0,1822,0,1816,24,849,967,848,42,1798,155,1201,21,3293,7,1795,0,897,33,1200,19,1.78714,1.18356,0.185932,3.15663
843,1461,849,320,1818,10,1201,29,850,98,1812,16,1192,156,1793,0,1822,0,1816,24,847,965,848,42,1798,155,1201,21,3293,7,1795,0,897,33,1200,18,1.78585,1.17993,0.186544,3.15233
844,1465,849,321,1817,10,1202,29,850,98,1812,16,1192,168,1793,0,1821,0,1816,24,847,966,850,42,1797,155,1201,22,3293,6,1795,0,897,33,1198,18,1.80586,1.17862,0.183215,3.16769
844,1457,850,320,1818,10,1202,29,850,98,1812,15,1193,153,1793,0,1822,0,1816,24,847,966,848,42,1798,155,1201,22,3293,7,1795,0,898,33,1200,19,1.78086,1.18198,0.185965,3.1488
844,1458,849,320,1818,10,1201,29,850,98,1812,15,1192,158,1793,1,1822,0,1816,24,849,966,848,42,1797,155,1201,21,3293,7,1793,0,897,33,1200,18,1.78716,1.18256,0.184732,3.15445
844,1458,850,321,1818,9,1201,29,850,98,1812,15,1192,162,1793,0,1822,0,1816,24,849,965,850,42,1798,155,1201,21,3292,7,1793,0,897,34,1201,18,1.79128,1.18194,0.18564,3.15886
844,1456,849,321,1817,10,1202,28,850,98,1812,15,1192,156,1793,1,1822,1,1815,24,847,970,848,42,1797,155,1201,21,3292,8,1793,0,897,33,1200,18,1.78273,1.1873,0.188017,3.15805
844,1461,849,321,1817,10,1202,29,850,98,1812,15,1192,161,1793,0,1821,0,1816,24,847,965,850,42,1798,155,1201,21,3293,8,1795,0,897,33,1200,17,1.79414,1.18331,0.186825,3.16427
843,1456,849,320,1818,10,1201,29,850,98,1811,15,1192,159,1793,0,1821,0,1816,24,847,967,848,42,1797,156,1201,22,3292,8,1795,0,897,33,1200,18,1.78521,1.18775,0.188002,3.16097
843,1463,850,321,1818,9,1201,29,850,98,1812,15,1192,155,1795,1,1822,0,1815,24,849,966,850,42,1797,155,1201,22,3292,8,1795,0,897,33,1200,18,1.78567,1.18713,0.188017,3.16081
844,1461,850,320,1818,10,1201,29,850,98,1812,15,1192,156,1795,0,1822,0,1816,24,847,967,850,42,1798,155,1200,22,3295,8,1795,0,898,33,1201,18,1.78763,1.1862,0.188092,3.16192
843,1463,849,320,1817,10,1202,29,850,98,1811,15,1192,156,1795,0,1822,0,1816,24,847,965,850,42,1798,155,1202,21,3293,7,1795,0,897,33,1200,18,1.78755,1.18004,0.184717,3.15231
844,1464,849,320,1818,10,1201,29,850,98,1812,15,1192,160,1793,0,1822,0,1816,24,847,967,848,42,1798,155,1201,21,3293,8,1795,0,897,33,1200,18,1.79461,1.18492,0.188025,3.16755
844,1457,849,320,1818,10,1201,29,851,98,1812,15,1192,158,1793,1,1822,0,1815,24,849,962,848,42,1798,155,1201,21,3292,7,1795,0,897,33,1201,18,1.78629,1.17931,0.184841,3.15044
844,1458,850,321,1818,10,1202,29,850,98,1811,15,1192,158,1795,0,1822,0,1815,25,849,966,848,42,1798,155,1201,22,3293,9,1793,0,897,33,1201,17,1.79015,1.1905,0.19012,3.17077
844,1465,849,320,1818,10,1202,29,850,98,1812,15,1192,168,1795,0,1822,0,1815,24,847,966,848,42,1798,155,1201,21,3293,8,1795,0,898,33,1200,19,1.80499,1.18407,0.189258,3.17832
843,1462,849,321,1817,10,1202,29,850,98,1812,15,1191,167,1795,0,1821,0,1816,24,849,965,848,42,1798,155,1200,21,3293,9,1795,0,897,33,1200,18,1.8005,1.18843,0.191318,3.18025
844,1459,850,321,1818,10,1201,29,850,98,1812,15,1193,152,1795,1,1821,0,1815,24,849,966,848,42,1798,155,1201,21,3292,8,1795,0,897,33,1200,18,1.78215,1.186,0.188017,3.15617
844,1458,850,321,1818,10,1202,29,850,98,1812,15,1192,165,1795,0,1822,0,1816,24,849,967,848,42,1798,155,1201,21,3293,8,1793,0,897,33,1201,18,1.7967,1.18685,0.188043,3.1716
844,1456,850,321,1817,10,1202,29,850,98,1811,15,1192,156,1795,0,1822,0,1815,24,849,963,848,42,1798,156,1201,21,3292,8,1795,0,898,33,1200,18,1.78425,1.18525,0.188035,3.15754
844,1459,849,321,1817,10,1202,29,850,98,1812,15,1192,157,1793,1,1822,0,1815,24,847,966,848,42,1797,155,1201,21,3292,6,1795,0,897,33,1201,18,1.78766,1.17733,0.181451,3.14643
844,1457,849,321,1818,10,1202,29,850,98,1812,15,1192,169,1793,0,1822,0,1816,24,847,965,848,42,1798,155,1201,21,3293,8,1793,0,897,33,1200,18,1.80031,1.18323,0.188025,3.17156
844,1462,849,321,1818,10,1201,29,850,98,1811,15,1192,167,1795,0,1822,0,1816,24,849,965,848,43,1798,155,1201,21,3292,7,1795,0,897,33,1200,18,1.80211,1.1827,0.18471,3.16953
844,1455,849,321,1818,10,1202,29,850,98,1812,15,1191,156,1793,0,1821,1,1815,24,847,966,848,42,1797,155,1201,21,3293,7,1795,0,897,33,1201,18,1.78294,1.18062,0.18475,3.14832
844,1454,849,321,1818,10,1202,29,851,98,1812,15,1192,164,1795,0,1822,0,1815,25,849,967,848,42,1797,155,1201,22,3293,6,1795,0,898,33,1200,18,1.79361,1.18131,0.18157,3.15649
844,1458,849,321,1818,10,1202,29,850,98,1812,15,1192,162,1793,1,1822,0,1816,24,847,963,848,42,1798,155,1201,21,3293,8,1795,0,897,33,1200,18,1.79281,1.18153,0.188025,3.16236
844,1458,850,321,1818,10,1202,29,850,98,1812,15,1192,169,1793,0,1822,0,1815,24,849,965,850,42,1797,155,1201,21,3292,7,1795,0,897,33,1200,18,1.80145,1.18178,0.184725,3.16796
845,1461,850,321,1817,10,1202,29,851,98,1812,15,1192,161,1793,0,1822,0,1815,24,847,965,848,42,1797,155,1201,21,3292,7,1795,0,897,33,1200,18,1.79589,1.17977,0.184823,3.16049
844,1459,849,320,1817,10,1202,29,850,98,1812,15,1192,155,1795,0,1822,0,1815,24,847,963,848,42,1797,155,1200,21,3293,8,1795,0,898,33,1200,18,1.78442,1.18136,0.188058,3.15384
844,1461,850,321,1818,10,1202,29,850,98,1812,15,1192,164,1793,0,1822,1,1816,24,847,970,848,42,1798,155,1201,21,3293,7,1795,0,897,33,1200,18,1.79804,1.18417,0.184732,3.16694
844,1461,849,320,1818,10,1202,29,850,98,1812,15,1192,156,1795,0,1822,1,1815,24,849,965,850,42,1798,155,1201,22,3292,7,1795,0,897,33,1200,18,1.78731,1.18314,0.184725,3.15518
844,1455,850,321,1818,10,1201,29,850,98,1812,15,1192,161,1793,1,1822,0,1816,24,849,966,848,42,1798,155,1200,21,3293,7,1795,0,898,33,1200,19,1.78937,1.18269,0.185965,3.15803
843,1452,849,320,1818,10,1201,29,851,98,1812,15,1191,168,1793,1,1821,0,1815,24,849,970,850,42,1798,155,1201,21,3292,7,1795,0,897,33,1201,18,1.79237,1.18619,0.184841,3.1634
844,1455,849,321,1818,10,1202,29,850,98,1812,15,1192,164,1793,0,1822,0,1816,24,849,967,848,42,1798,155,1201,21,3292,7,1793,0,897,33,1201,18,1.79266,1.18355,0.184743,3.16096
844,1458,849,321,1818,10,1202,29,850,98,1812,15,1192,157,1793,1,1822,0,1815,24,849,961,850,42,1797,155,1201,21,3292,7,1795,0,897,33,1200,18,1.78682,1.17839,0.184725,3.14994
844,1460,850,321,1818,10,1201,29,850,98,1812,15,1192,157,1795,0,1821,0,1816,24,847,967,848,42,1798,155,1200,21,3292,7,1793,0,897,33,1200,18,1.78883,1.1816,0.184725,3.15515
843,1464,849,320,1818,10,1202,29,850,98,1812,15,1192,152,1793,1,1822,0,1816,24,847,965,848,42,1798,155,1201,22,3292,6,1795,0,897,33,1200,18,1.78364,1.17783,0.181433,3.14291
844,1461,849,321,1818,10,1202,29,850,98,1812,15,1192,169,1793,0,1822,1,1815,25,849,968,848,42,1797,155,1201,21,3293,7,1795,0,897,33,1200,18,1.80547,1.18426,0.184732,3.17446
844,1456,849,321,1818,10,1201,29,850,98,1812,15,1192,164,1793,0,1822,0,1816,25,849,966,848,42,1798,155,1201,21,3293,8,1795,0,897,33,1200,18,1.79529,1.186,0.188025,3.16932
843,1456,849,320,1818,10,1202,29,850,98,1812,15,1192,169,1793,0,1821,0,1816,24,849,967,850,42,1797,155,1201,21,3293,7,1793,0,897,33,1200,17,1.79716,1.18349,0.183532,3.16418
844,1457,849,321,1817,10,1201,29,850,98,1812,15,1192,152,1795,1,1822,0,1816,24,847,963,848,42,1798,155,1201,21,3293,7,1793,0,897,33,1200,18,1.78,1.17824,0.184732,3.14297
844,1454,850,321,1818,10,1202,29,851,98,1812,15,1192,160,1793,1,1822,0,1815,24,847,965,850,42,1797,155,1201,21,3292,7,1795,0,897,33,1200,18,1.78734,1.17985,0.184823,3.15202
843,1456,849,320,1818,10,1202,29,850,98,1812,15,1192,160,1793,1,1822,0,1816,24,847,966,848,42,1797,155,1201,21,3293,7,1795,0,897,33,1200,18,1.78643,1.18062,0.184732,3.15179
844,1465,849,321,1818,10,1201,29,850,98,1812,15,1191,160,1793,1,1822,0,1816,24,847,966,848,42,1798,155,1201,21,3293,7,1795,0,897,33,1200,18,1.79614,1.18078,0.184732,3.16165
844,1457,849,321,1817,10,1202,29,850,98,1812,15,1192,161,1795,0,1822,0,1816,25,847,962,848,42,1797,155,1200,21,3293,7,1795,0,898,33,1200,18,1.79258,1.17722,0.184765,3.15456
